"GeneSymbol","EntrezID","sgRNA","CRISPR.beta","CRISPR.z","CRISPR.p.value","CRISPR.fdr","CRISPR.wald.p.value","CRISPR.wald.fdr","replicate1","ConfidenceCategory","KEGG.1","KEGG.class.iteration1","Network.1","Network.class.iteration1","KEGG.2","KEGG.class.iteration2","Network.2","Network.class.iteration2","KEGG.3","KEGG.class.iteration3","Network.3","Network.class.iteration3","Pathway"
"C12orf29",91298,6,0.39176,0.85391,0.57957,0.98867,0.39315,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C12orf4",57102,6,0.029474,0.075213,0.41503,0.97594,0.94005,0.98527,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C12orf40",283461,6,0.46753,0.83152,0.39328,0.97543,0.40568,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C12orf42",374470,6,0.09519,0.27893,0.56598,0.98706,0.7803,0.95305,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C12orf43",64897,6,0.23994,0.65154,0.97705,0.9993,0.5147,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C12orf45",121053,6,-0.016945,-0.044635,0.32456,0.96993,0.9644,0.99192,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C12orf49",79794,6,-0.10041,-0.22064,0.19818,0.91985,0.82538,0.96332,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C12orf50",160419,6,0.051019,0.1323,0.46145,0.98007,0.89474,0.97635,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C12orf54",121273,4,0.40267,0.64178,0.63036,0.99111,0.52102,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C12orf56",115749,6,0.62055,0.75174,0.1467,0.88793,0.45221,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C12orf57",113246,6,0.19793,0.67388,0.84878,0.99688,0.50039,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C12orf60",144608,6,0.10458,0.29712,0.59045,0.98885,0.76638,0.9508,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C12orf65",91574,6,0.23389,0.53654,0.95783,0.99918,0.59159,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C12orf66",144577,6,0.5881,0.95444,0.18505,0.91443,0.33986,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C12orf71",728858,6,0.38476,0.54799,0.60027,0.98885,0.5837,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C12orf73",728568,6,0.59338,1.0113,0.17735,0.90996,0.31186,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C12orf74",338809,6,0.42549,0.63507,0.49352,0.98209,0.52538,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C12orf75",387882,6,-0.16529,-0.4872,0.13149,0.87557,0.62612,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C12orf76",400073,6,0.40417,0.68945,0.54805,0.98209,0.49054,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C12orf77",196415,6,0.21372,0.29902,0.89565,0.99897,0.76492,0.9507,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C14orf119",55017,6,0.10941,0.29797,0.60124,0.98901,0.76573,0.9507,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C14orf132",56967,6,0.42255,0.71184,0.50081,0.98209,0.47657,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C14orf177",283598,6,0.38498,0.80809,0.59981,0.98885,0.41904,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C14orf178",283579,6,0.27672,0.6738,0.91372,0.99913,0.50044,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C14orf180",400258,6,0.21341,0.46879,0.89501,0.99877,0.63922,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C14orf2",9556,6,0.57244,0.88304,0.20713,0.9295,0.37722,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C14orf28",122525,6,0.61167,0.83648,0.15638,0.89458,0.40289,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C14orf37",145407,6,0.11758,0.20708,0.62207,0.98966,0.83595,0.96548,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C14orf39",317761,6,0.55444,0.82217,0.23395,0.94861,0.41098,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C14orf93",60686,6,0.59435,1.2653,0.1762,0.90935,0.20576,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C15orf32",145858,6,0.25449,0.76667,0.98101,0.9993,0.44328,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C15orf38-AP3S2",100526783,2,0.3903,0.65143,0.75305,0.9938,0.51477,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C15orf39",56905,6,0.21667,0.45808,0.90469,0.99913,0.6469,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C15orf40",123207,6,0.40972,0.7506,0.53487,0.98209,0.45289,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C15orf41",84529,6,-0.45771,-1.4216,0.014979,0.48296,0.15515,0.94395,0,"MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"C15orf48",84419,6,0.32202,0.77377,0.77794,0.99598,0.43907,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C15orf53",400359,6,0.005303,0.014495,0.3671,0.97382,0.98843,0.99765,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C15orf54",400360,6,0.34567,0.89818,0.70899,0.9938,0.36909,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C15orf56",644809,6,0.40265,1.0444,0.5516,0.98268,0.29632,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C15orf59",388135,6,0.36002,0.79578,0.66954,0.9938,0.42616,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C15orf61",145853,6,-0.23591,-0.51082,0.080933,0.79549,0.60948,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C15orf62",643338,6,0.42658,0.84335,0.49057,0.98209,0.39903,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C15orf65",145788,6,0.42234,1.2348,0.50136,0.98209,0.2169,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C16orf45",89927,6,0.40354,0.79494,0.54948,0.98223,0.42665,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C16orf46",123775,6,0.43985,0.30958,0.45601,0.98007,0.75688,0.95003,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C16orf52",730094,6,0.40876,1.062,0.53717,0.98209,0.28825,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C16orf54",283897,6,0.21419,0.52046,0.89676,0.99913,0.60274,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C16orf58",64755,6,0.35446,0.83562,0.6835,0.9938,0.40337,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C16orf62",57020,6,0.42379,0.63769,0.49735,0.98209,0.52367,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C16orf70",80262,6,0.62621,1.1629,0.14094,0.8848,0.24488,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C16orf71",146562,6,0.3384,0.86106,0.73015,0.9938,0.3892,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C16orf72",29035,6,0.34307,0.74589,0.71697,0.9938,0.45573,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C16orf74",404550,6,0.097487,0.23708,0.57215,0.98861,0.8126,0.96095,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C16orf78",123970,6,0.029331,0.079375,0.41499,0.97594,0.93673,0.98493,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C16orf86",388284,6,0.13991,0.49423,0.68443,0.9938,0.62114,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C16orf87",388272,6,0.18884,0.46341,0.82348,0.99668,0.64307,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C16orf89",146556,6,-0.07888,-0.2079,0.22708,0.94444,0.83531,0.96524,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C16orf90",646174,6,0.45943,0.71675,0.41066,0.97594,0.47353,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C16orf92",146378,6,0.19442,0.51691,0.8391,0.99668,0.60522,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C16orf95",100506581,6,-0.008014,-0.03342,0.3424,0.97156,0.97334,0.99362,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C16orf96",342346,6,0.0032687,0.011575,0.36309,0.97382,0.99076,0.99815,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C16orf97",388276,6,0.47462,0.93785,0.37844,0.97543,0.34832,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C17orf100",388327,6,0.32317,0.81054,0.77435,0.99598,0.41763,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C17orf102",400591,6,0.087067,0.22824,0.54445,0.98209,0.81946,0.96192,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C17orf105",284067,6,0.11884,0.37626,0.62506,0.99024,0.70673,0.94531,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C17orf107",100130311,6,0.67257,1.2265,0.099322,0.82778,0.22002,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C17orf112",100506650,6,0.39879,1.0704,0.561,0.98583,0.28444,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C17orf47",284083,6,-0.38438,-1.0757,0.025902,0.56596,0.28205,0.94395,0,"MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"C17orf49",124944,6,-0.098888,-0.21407,0.20021,0.91998,0.83049,0.96431,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C17orf50",146853,6,0.26091,0.49876,0.96142,0.9993,0.61795,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C17orf51",339263,6,0.25728,0.67566,0.97198,0.9993,0.49926,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C17orf53",78995,6,0.14272,0.25279,0.69217,0.9938,0.80043,0.95717,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C17orf58",284018,6,-0.05966,-0.15022,0.25455,0.95252,0.88059,0.97369,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C17orf62",79415,6,0.21382,0.60977,0.89593,0.99908,0.54201,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C17orf64",124773,6,0.40071,0.85712,0.5563,0.9842,0.39138,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C17orf75",64149,6,-0.21643,-0.48113,0.092225,0.81104,0.63042,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C17orf77",146723,6,-0.10116,-0.091401,0.19754,0.91985,0.92717,0.98138,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C17orf78",284099,6,0.18947,0.55063,0.8244,0.99668,0.58189,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C17orf80",55028,6,0.41441,0.67844,0.5227,0.98209,0.49749,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C17orf82",388407,6,-0.42895,-1.1441,0.018528,0.50622,0.25259,0.94395,0,"MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"C17orf97",400566,6,0.54704,1.1614,0.24602,0.9507,0.24548,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C17orf98",388381,6,0.37933,0.83459,0.61552,0.98948,0.40395,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C17orf99",100141515,6,0.52315,0.82179,0.28649,0.95862,0.4112,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C18orf21",83608,6,-0.42288,-1.1516,0.019588,0.51387,0.2495,0.94395,0,"MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"C18orf25",147339,6,0.36507,0.72624,0.65571,0.9938,0.46769,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C18orf32",497661,6,0.34806,0.62858,0.70194,0.9938,0.52962,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C18orf54",162681,6,0.61569,1.0043,0.15113,0.88952,0.31521,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C18orf63",644041,6,0.33397,0.81409,0.74333,0.9938,0.41559,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C19orf12",83636,6,0.51273,0.84719,0.30645,0.9671,0.39689,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C19orf18",147685,6,0.15184,0.33554,0.71697,0.9938,0.73722,0.94793,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C19orf24",55009,6,0.43748,0.85102,0.46232,0.98007,0.39476,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C19orf25",148223,6,0.17074,0.57402,0.77066,0.99512,0.56595,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C19orf33",64073,6,0.24222,0.74367,0.98401,0.9993,0.45708,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C19orf38",255809,6,0.188,0.53825,0.82099,0.99668,0.59041,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C19orf44",84167,6,0.21591,0.56302,0.90201,0.99913,0.57342,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C19orf47",126526,6,0.17792,0.39178,0.79145,0.99598,0.69522,0.94531,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C19orf48",84798,6,-0.032916,-0.085116,0.297,0.96222,0.93217,0.9839,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C19orf53",28974,6,-0.1409,-0.51633,0.15315,0.89112,0.60563,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C19orf54",284325,6,0.32846,0.77147,0.75909,0.99458,0.44043,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C19orf57",79173,6,0.21712,0.42567,0.90644,0.99913,0.67035,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C19orf66",55337,6,0.38302,0.87631,0.60488,0.98945,0.38086,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C19orf67",646457,6,0.31819,0.77366,0.78845,0.99598,0.43913,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C19orf70",125988,6,0.38259,0.81383,0.60589,0.98948,0.41574,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C19orf71",100128569,6,-0.18424,-0.5942,0.11568,0.85428,0.55238,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C19orf73",55150,6,0.4384,0.99947,0.45983,0.98007,0.31757,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C19orf81",342918,6,0.34255,0.89112,0.71849,0.9938,0.37286,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C1D",10438,6,-0.0076796,-0.018223,0.34309,0.97156,0.98546,0.99698,0,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"C1GALT1",56913,6,0.31976,0.61188,0.78366,0.99598,0.54062,0.94395,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"C1GALT1C1",29071,6,0.33702,1.074,0.73425,0.9938,0.28281,0.94395,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"C1orf100",200159,6,0.33189,0.67758,0.749,0.9938,0.49804,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C1orf105",92346,6,0.39907,0.73007,0.56035,0.98573,0.46535,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C1orf106",55765,6,0.23146,0.62146,0.95027,0.99913,0.5343,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C1orf109",54955,6,-0.3092,-0.75436,0.047149,0.69262,0.45063,0.94395,0,"MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"C1orf112",55732,6,0.064262,0.19127,0.4909,0.98209,0.84831,0.9672,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C1orf115",79762,6,0.059085,0.17705,0.47928,0.98209,0.85947,0.96983,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C1orf116",79098,6,0.18581,0.54228,0.81389,0.99668,0.58763,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C1orf122",127687,6,0.4307,0.97661,0.48002,0.98209,0.32876,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C1orf123",54987,6,0.29691,0.70395,0.85141,0.99688,0.48146,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C1orf127",148345,6,0.54552,0.83249,0.24897,0.95129,0.40513,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C1orf131",128061,6,-0.042483,-0.12787,0.28216,0.95663,0.89825,0.9766,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C1orf141",400757,6,0.45676,0.4687,0.41683,0.97594,0.63929,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C1orf146",388649,6,0.49908,1.2965,0.33111,0.97029,0.19481,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C1orf158",93190,6,0.17585,0.35284,0.78564,0.99598,0.7242,0.94638,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C1orf159",54991,6,0.30085,0.31793,0.83933,0.99668,0.75054,0.94934,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C1orf162",128346,6,0.56985,1.0053,0.21104,0.92975,0.31478,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C1orf174",339448,6,0.29466,0.6111,0.85828,0.99732,0.54113,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C1orf185",284546,6,0.046979,0.13962,0.45163,0.98007,0.88896,0.97527,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C1orf189",388701,6,0.5133,0.70233,0.30548,0.96696,0.48247,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C1orf194",127003,6,-0.015464,-0.043353,0.32774,0.97005,0.96542,0.9921,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C1orf198",84886,6,0.2928,0.61291,0.86459,0.9983,0.53994,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C1orf21",81563,6,0.56701,1.1545,0.2151,0.93397,0.24829,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C1orf210",149466,6,0.030695,0.078648,0.41794,0.97594,0.93731,0.98505,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C1orf216",127703,6,0.20309,0.47416,0.86431,0.9983,0.63538,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C1orf226",400793,6,0.13942,0.25877,0.68327,0.9938,0.79581,0.95571,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C1orf228",339541,6,-0.052123,-0.15616,0.26773,0.95663,0.87591,0.9724,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
