"GeneSymbol","EntrezID","WS5219_1_S1_L001_R1_001_seq20_MATCHED1","WS5219_2_S2_L001_R1_001_seq20_MATCHED1","WS5219_3_S3_L001_R1_001_seq20_MATCHED1","Confidence","InputCategory","KEGG.1","KEGG.class.iteration1","Network.1","Network.class.iteration1","KEGG.2","KEGG.class.iteration2","Network.2","Network.class.iteration2","Pathway"
"Prg4","96875",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prh1","19131",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prickle1","106042",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Prickle2","243548",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Prickle3","54630",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prickle4","381104",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prim1","19075",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Prim2","19076",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Prima1","170952",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Primpol","408022",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prkaa1","105787",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Prkaa2","108079",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Prkab1","19079",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Prkab2","108097",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Prkaca","18747",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Prkacb","18749",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Prkag1","19082",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Prkag2","108099",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Prkag3","241113",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Prkar1a","19084",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Prkar1b","19085",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Prkar2a","19087",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Prkar2b","19088",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Prkca","18750",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Prkcb","18751",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Prkcd","18753",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Prkce","18754",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Prkcg","18752",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Prkch","18755",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Prkci","18759",NA,NA,NA,NA,"Background","Yes","0","No","0","Yes","0","No","0",NA
"Prkcq","18761",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Prkcsh","19089",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Prkcz","18762",NA,NA,NA,NA,"Background","Yes","0","No","0","Yes","0","No","0",NA
"Prkd1","18760",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Prkd2","101540",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Prkd3","75292",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Prkdc","19090",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Prkg1","19091",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Prkg2","19092",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Prkn","50873",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Prkra","23992",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prkrip1","66801",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prkx","19108",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prl","19109",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Prl2a1","56635",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prl2b1","66392",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prl2c1","666317",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prl2c2","18811",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prl2c3","18812",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prl2c5","107849",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prl3a1","67000",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prl3b1","18776",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prl3c1","27372",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prl3d1","18775",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prl3d2","215028",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prl3d3","215029",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prl4a1","19110",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prl5a1","28078",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prl6a1","19111",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prl7a1","19113",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prl7a2","19114",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prl7b1","75596",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prl7c1","67505",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prl7d1","18814",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prl8a1","73244",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prl8a2","13529",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prl8a6","19112",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prl8a8","74188",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prl8a9","67310",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prlh","623503",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prlhr","226278",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Prlr","19116",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Prm1","19118",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prm2","19119",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prm3","19120",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prmt1","15469",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Prmt2","15468",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prmt3","71974",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prmt5","27374",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Prmt6","99890",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prmt7","214572",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prmt8","381813",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prmt9","102182",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prn","111368",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prnd","26434",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prnp","19122",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Prob1","381148",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Proc","19123",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Proca1","216974",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Procr","19124",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Prodh2","56189",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Prok1","246691",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prok2","50501",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prokr1","58182",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prokr2","246313",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prol1","17830",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prom1","19126",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prom2","192212",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prop1","19127",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prorsd1","67939",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Pros1","19128",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Proser1","212127",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Proser2","227545",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Proser3","333193",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prox1","19130",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prox2","73422",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Proz","66901",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prp2","83380",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prpf18","67229",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Prpf19","28000",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Prpf3","70767",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Prpf31","68988",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Prpf38a","230596",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Prpf38b","66921",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Prpf39","328110",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prpf4","70052",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Prpf40a","56194",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Prpf40b","54614",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Prpf4b","19134",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prpf6","68879",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Prpf8","192159",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Prph","19132",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prph2","19133",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prpmp5","381832",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prps1","19139",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Prps1l1","75456",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Prps1l3","328099",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Prps2","110639",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Prpsap1","67763",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prpsap2","212627",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prr11","270906",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prr12","233210",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prr13","66151",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prr14","233895",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prr14l","215476",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prr15","78004",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prr15l","217138",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prr16","71373",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prr18","320111",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prr19","623131",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prr22","100504446",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prr23a1","623166",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prr23a2","623186",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prr23a3","71979",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prr27","73779",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prr29","75573",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prr3","75210",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prr30","76627",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prr32","68800",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prr33","677289",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prr36","73072",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prr5","109270",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Prr5l","72446",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prr7","432763",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prr9","109314",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prrc1","73137",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prrc2a","53761",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prrc2b","227723",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prrc2c","226562",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prrg1","546336",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prrg2","65116",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prrg3","208748",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prrg4","228413",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prrt1","260297",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prrt2","69017",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prrt3","210673",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prrt4","101359",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prrx1","18933",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prrx2","20204",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prrxl1","107751",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prss1","114228",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prss12","19142",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prss16","54373",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prss2","22072",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Prss21","57256",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prss22","70835",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prss23","76453",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prss27","213171",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prss28","114661",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prss29","114662",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prss3","22073",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prss30","30943",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prss32","69814",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prss34","328780",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prss35","244954",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prss36","77613",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prss37","67690",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prss38","216797",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prss39","21755",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prss40","21756",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prss41","71003",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prss42","235628",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prss43","272643",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prss44","73336",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prss45","260408",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prss46","74306",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prss47","218304",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prss48","368202",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prss50","235631",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prss51","100504162",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prss52","73382",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prss53","330657",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prss54","70993",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prss55","71037",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prss56","69453",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prss57","73106",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prss58","232717",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prss8","76560",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prtg","235472",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prtn3","19152",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prune1","229589",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Prune2","353211",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prx","19153",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prxl2a","70564",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Prxl2b","66469",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Prxl2c","66129",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Psap","19156",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Psapl1","76943",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Psat1","107272",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Psd","73728",NA,NA,NA,NA,"Background","Yes","0","No","0","Yes","0","No","0",NA
"Psd2","74002",NA,NA,NA,NA,"Background","Yes","0","No","0","Yes","0","No","0",NA
"Psd3","234353",NA,NA,NA,NA,"Background","Yes","0","No","0","Yes","0","No","0",NA
"Psd4","215632",NA,NA,NA,NA,"Background","Yes","0","No","0","Yes","0","No","0",NA
"Psen1","19164",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Psen2","19165",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Psenen","66340",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Psg16","26436",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Psg17","26437",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Psg18","26438",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
