"GeneSymbol","EntrezID","sgRNA","CRISPR.beta","CRISPR.z","CRISPR.p.value","CRISPR.fdr","CRISPR.wald.p.value","CRISPR.wald.fdr","ConfidenceCategory","KEGG.1","KEGG.class.iteration1","Network.1","Network.class.iteration1","KEGG.2","KEGG.class.iteration2","Network.2","Network.class.iteration2","KEGG.3","KEGG.class.iteration3","Network.3","Network.class.iteration3","Pathway"
"ACR",49,6,-0.4661,-1.3509,0,0,0.17672,0.95824,"HighConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"ACRBP",84519,6,0.19977,0.51948,0.081901,0.18818,0.60343,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACRV1",56,6,0.33056,0.76414,0.32687,0.48662,0.44478,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACSBG1",23205,6,0.1681,0.49507,0.055584,0.14407,0.62055,0.95824,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ACSBG2",81616,6,0.76707,1.2135,0.087431,0.19703,0.22494,0.95824,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ACSF2",80221,6,-0.043759,-0.17609,0.0021662,0.014892,0.86022,0.97392,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACSF3",197322,6,-0.10493,-0.23201,0.00082961,0.0078057,0.81653,0.96741,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ACSL1",2180,6,0.34698,0.91019,0.37692,0.53559,0.36272,0.95824,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ACSL3",2181,6,-0.15382,-0.47027,0.00027654,0.0032698,0.63816,0.95824,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ACSL4",2182,6,0.14463,0.42741,0.040374,0.1159,0.66908,0.95824,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ACSL5",51703,6,0.10218,0.2914,0.022353,0.076692,0.77074,0.96228,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ACSL6",23305,6,-0.23251,-0.68261,0.000092179,0.0013717,0.49485,0.95824,"MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf",NA
"ACSM1",116285,6,0.053517,0.17941,0.011108,0.047413,0.85761,0.97363,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ACSM2A",123876,6,0.21005,0.32452,0.093285,0.20619,0.74555,0.96128,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ACSM2B",348158,6,-0.21346,-1.0071,0.000092179,0.0013717,0.3139,0.95824,"MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf",NA
"ACSM3",6296,6,0.52433,0.59421,0.82472,0.89131,0.55237,0.95824,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ACSM4",341392,6,0.30531,0.94795,0.26013,0.41752,0.34316,0.95824,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ACSM5",54988,6,0.38169,0.63472,0.50256,0.64951,0.52561,0.95824,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ACSS1",84532,6,0.72072,1.2679,0.14882,0.28409,0.20482,0.95824,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ACSS2",55902,6,0.73639,0.95275,0.1238,0.25162,0.34072,0.95824,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ACSS3",79611,6,0.40201,0.74972,0.58925,0.72107,0.45342,0.95824,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ACTA1",58,6,0.44134,0.88521,0.76236,0.84887,0.37604,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACTA2",59,6,0.30472,0.59958,0.25824,0.41507,0.54879,0.95824,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ACTB",60,6,-0.40799,-1.0695,0,0,0.28485,0.95824,"HighConf","No","MedConf","Yes","HighConf","No","MedConf","Yes","HighConf","No","MedConf","Yes","HighConf",NA
"ACTBL2",345651,6,0.27867,0.92795,0.20095,0.3502,0.35344,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACTC1",70,6,0.1036,0.39801,0.023045,0.078444,0.69062,0.95824,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ACTG1",71,6,-0.21832,-0.59272,0.000092179,0.0013717,0.55337,0.95824,"MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf",NA
"ACTG2",72,6,-0.084046,-0.18469,0.00096788,0.0081871,0.85347,0.97306,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ACTL10",170487,6,0.079782,0.25035,0.015716,0.059636,0.80231,0.96444,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACTL6A",86,6,-0.18857,-0.7837,0.00013827,0.0019255,0.43321,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACTL6B",51412,6,-0.21853,-0.6809,0.000092179,0.0013717,0.49593,0.95824,"MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"ACTL7A",10881,6,0.38216,0.87907,0.50436,0.65092,0.37936,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACTL7B",10880,6,0.49932,1.1972,0.95179,0.97044,0.23122,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACTL8",81569,6,-0.1158,-0.3786,0.00069134,0.0068431,0.70499,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACTL9",284382,6,0.53436,1.0729,0.77822,0.86038,0.28333,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACTN1",87,6,0.46715,1.1564,0.88376,0.92785,0.24753,0.95824,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ACTN2",88,6,0.0762,0.22518,0.014979,0.057798,0.82184,0.96873,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACTN4",81,6,-0.46367,-1.3875,0,0,0.16528,0.95824,"HighConf","No","MedConf","Yes","HighConf","No","MedConf","Yes","HighConf","No","MedConf","Yes","HighConf",NA
"ACTR10",55860,6,0.054721,0.11529,0.01143,0.048466,0.90821,0.98159,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACTR1A",10121,6,0.21001,0.40678,0.093285,0.20619,0.68417,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACTR1B",10120,6,-0.15986,-0.42564,0.00027654,0.0032698,0.67037,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACTR2",10097,6,-0.16661,-0.45524,0.00023045,0.0029656,0.64893,0.95824,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ACTR3",10096,6,0.0088656,0.023459,0.0052081,0.027683,0.98128,0.99629,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ACTR3B",57180,5,0.090381,0.26879,0.030511,0.095472,0.78809,0.96369,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ACTR3C",653857,6,0.38681,0.73829,0.52321,0.66671,0.46034,0.95824,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ACTR5",79913,6,-0.3163,-0.97382,0,0,0.33015,0.95824,"HighConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"ACTR6",64431,6,-0.34856,-1.1128,0,0,0.26578,0.95824,"HighConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"ACTR8",93973,6,0.33299,0.65623,0.33438,0.49397,0.51168,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACTRT1",139741,6,0.44785,0.85192,0.79384,0.87065,0.39426,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACTRT2",140625,6,0.10505,0.37559,0.023644,0.080037,0.70722,0.95856,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACTRT3",84517,6,0.32947,0.47136,0.3235,0.4831,0.63738,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACVR1",90,6,0.35859,1.0095,0.41872,0.57496,0.31274,0.95824,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ACVR1B",91,6,0.14223,0.33283,0.038853,0.11254,0.73926,0.96077,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ACVR1C",130399,6,0.41544,0.94967,0.64497,0.76282,0.34228,0.95824,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ACVR2A",92,6,0.42703,1.3367,0.6947,0.79995,0.18134,0.95824,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ACVR2B",93,6,0.27177,0.57425,0.18685,0.33342,0.5658,0.95824,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ACVRL1",94,6,-0.17208,-0.50517,0.00018436,0.0024067,0.61344,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACY1",95,6,0.27218,0.49357,0.18777,0.33451,0.62161,0.95824,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ACY3",91703,6,0.27862,0.61154,0.20086,0.35018,0.54084,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACYP1",97,5,0.59523,1.1231,0.54007,0.68104,0.2614,0.95824,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ACYP2",98,6,0.21359,0.4329,0.097755,0.21282,0.66509,0.95824,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ADA",100,6,0.20915,0.59358,0.092409,0.20491,0.55279,0.95824,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ADAD1",132612,6,0.32996,0.85199,0.32507,0.48481,0.39422,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ADAD2",161931,6,0.43014,1.0516,0.7107,0.81224,0.29296,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ADAL",161823,6,0.82569,1.1246,0.040789,0.1168,0.26074,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ADAM10",102,6,-0.37973,-0.79535,0,0,0.42641,0.95824,"HighConf","Missing","MedConf","Yes","HighConf","Missing","MedConf","Yes","HighConf","Missing","MedConf","Yes","HighConf",NA
"ADAM11",4185,6,0.18159,0.47003,0.065539,0.16139,0.63833,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ADAM12",8038,6,0.3001,0.74747,0.24755,0.40341,0.45478,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ADAM15",8751,6,-0.11649,-0.36408,0.00069134,0.0068431,0.7158,0.95885,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ADAM17",6868,6,0.43695,1.0843,0.74231,0.83524,0.27821,0.95824,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ADAM18",8749,6,0.44886,0.91895,0.79794,0.8732,0.35812,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ADAM19",8728,6,0.29571,0.7755,0.23639,0.3906,0.43804,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ADAM2",2515,6,0.43482,0.67235,0.73217,0.82791,0.50136,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ADAM20",8748,6,0.034477,0.10601,0.0081117,0.037898,0.91557,0.98181,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ADAM21",8747,6,0.35728,0.63392,0.41347,0.57009,0.52614,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ADAM22",53616,6,0.31161,0.73009,0.27677,0.43612,0.46534,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ADAM23",8745,6,0.36739,0.88107,0.45025,0.60254,0.37828,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ADAM28",10863,6,0.082901,0.21883,0.01627,0.061147,0.82678,0.96988,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ADAM29",11086,6,0.020607,0.051363,0.0061299,0.030773,0.95904,0.99159,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ADAM30",11085,6,0.31062,0.77504,0.27395,0.43343,0.43832,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ADAM32",203102,6,0.41756,0.85291,0.65359,0.7697,0.39371,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ADAM33",80332,6,0.29373,0.67208,0.23174,0.38511,0.50153,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ADAM7",8756,6,0.07534,0.20362,0.014795,0.057321,0.83865,0.97085,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ADAM8",101,6,0.087811,0.28132,0.017883,0.065518,0.77847,0.96318,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ADAM9",8754,6,0.20768,0.39493,0.090842,0.20255,0.6929,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ADAMDEC1",27299,6,0.50026,0.97779,0.94714,0.96824,0.32818,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ADAMTS1",9510,6,0.35258,0.98894,0.39734,0.55497,0.32269,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ADAMTS10",81794,6,-0.32929,-1.0533,0,0,0.29219,0.95824,"HighConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"ADAMTS12",81792,6,-0.087968,-0.26738,0.00092179,0.008,0.78918,0.96404,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ADAMTS13",11093,6,-0.083812,-0.28712,0.00096788,0.0081871,0.77402,0.96254,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ADAMTS14",140766,6,0.31795,0.80975,0.29377,0.45344,0.41809,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ADAMTS15",170689,6,0.35498,0.67372,0.40508,0.56242,0.50049,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ADAMTS16",170690,6,0.62293,0.97766,0.40351,0.56097,0.32824,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ADAMTS17",170691,6,0.042213,0.091698,0.0091257,0.041302,0.92694,0.98486,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ADAMTS18",170692,6,-0.073219,-0.13111,0.0013366,0.01058,0.89569,0.98055,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ADAMTS19",171019,6,0.16478,0.61767,0.052726,0.13849,0.53679,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ADAMTS2",9509,6,0.33745,0.85823,0.34807,0.50824,0.39077,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ADAMTS20",80070,6,0.26704,0.64233,0.17763,0.32162,0.52066,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ADAMTS3",9508,6,0.2477,0.60797,0.14477,0.2788,0.54321,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ADAMTS4",9507,6,0.34189,0.8847,0.36129,0.52114,0.37632,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ADAMTS5",11096,6,0.21974,0.50969,0.10545,0.22431,0.61027,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ADAMTS6",11174,6,0.0093286,0.031779,0.0052542,0.027825,0.97465,0.99464,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ADAMTS7",11173,6,0.029688,0.051445,0.0073282,0.035255,0.95897,0.99159,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ADAMTS8",11095,6,-0.055762,-0.15958,0.0018897,0.013603,0.87321,0.97686,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ADAMTS9",56999,6,0.27996,0.85752,0.20302,0.35265,0.39116,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ADAMTSL1",92949,6,0.30193,1.0249,0.25188,0.40818,0.30542,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ADAMTSL2",9719,6,-0.22492,-0.70111,0.000092179,0.0013717,0.48324,0.95824,"MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"ADAMTSL3",57188,6,0.15928,0.32173,0.048993,0.13182,0.74766,0.9618,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ADAMTSL4",54507,6,0.30118,0.74012,0.2504,0.40687,0.45923,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ADAMTSL5",339366,6,-0.15503,-0.4542,0.00027654,0.0032698,0.64968,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ADAP1",11033,6,-0.077395,-0.22043,0.0011983,0.009815,0.82554,0.96988,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ADAP2",55803,6,0.54502,1.1051,0.72844,0.82559,0.26912,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ADAR",103,6,0.41726,0.84652,0.65175,0.76786,0.39726,0.95824,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ADARB1",104,6,-0.41108,-1.4708,0,0,0.14133,0.95824,"HighConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"ADARB2",105,6,0.46065,1.0861,0.85173,0.90784,0.27742,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ADAT1",23536,6,0.15527,0.39321,0.046366,0.12694,0.69417,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ADAT2",134637,6,0.047347,0.11989,0.0097709,0.04316,0.90457,0.98111,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ADAT3",113179,6,0.19233,0.44564,0.074711,0.1767,0.65586,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ADCK1",57143,6,0.30613,0.80756,0.26202,0.41965,0.41935,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ADCK2",90956,6,0.50427,0.83172,0.92663,0.95638,0.40557,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ADCK5",203054,6,0.11589,0.38509,0.027239,0.087803,0.70017,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ADCY1",107,6,0.20582,0.61566,0.08886,0.19946,0.53812,0.95824,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ADCY10",55811,6,0.019861,0.061363,0.0060838,0.030619,0.95107,0.99001,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ADCY2",108,6,0.083856,0.19092,0.0165,0.061735,0.84859,0.97272,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ADCY3",109,6,-0.097666,-0.3009,0.00092179,0.008,0.76349,0.96206,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ADCY4",196883,6,0.22105,0.48893,0.10693,0.22643,0.62489,0.95824,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ADCY5",111,6,0.34758,1.0158,0.37955,0.53824,0.3097,0.95824,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ADCY6",112,6,0.13739,0.44549,0.036641,0.10809,0.65596,0.95824,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ADCY7",113,6,0.23916,0.44115,0.13288,0.26406,0.6591,0.95824,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ADCY8",114,6,0.36764,0.84677,0.45135,0.6035,0.39712,0.95824,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ADCY9",115,6,0.24597,0.77768,0.14214,0.27565,0.43676,0.95824,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ADCYAP1",116,6,-0.11285,-0.40381,0.00069134,0.0068431,0.68636,0.95824,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ADCYAP1R1",117,6,0.29616,0.70786,0.23814,0.3929,0.47903,0.95824,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ADD1",118,6,0.46257,1.0833,0.86178,0.91406,0.27868,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ADD2",119,6,0.47125,1.2635,0.90413,0.94204,0.20642,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ADD3",120,6,0.081147,0.23606,0.015947,0.06031,0.81339,0.96741,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ADH1A",124,6,0.3339,0.56708,0.33765,0.49759,0.57066,0.95824,"LowConf","No","0","No","0","Yes","0","No","0","No","0","No","0",NA
"ADH1B",125,6,0.36912,1.2257,0.45619,0.60791,0.2203,0.95824,"LowConf","No","0","No","0","Yes","0","No","0","No","0","No","0",NA
"ADH4",127,6,0.3758,0.70432,0.4808,0.63048,0.48123,0.95824,"LowConf","No","0","No","0","Yes","0","No","0","No","0","No","0",NA
"ADH5",128,6,0.23976,0.71368,0.13375,0.265,0.47542,0.95824,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ADH6",130,6,0.31749,0.68942,0.29193,0.45149,0.49056,0.95824,"LowConf","No","0","No","0","Yes","0","No","0","No","0","No","0",NA
"ADH7",131,6,0.24697,0.50769,0.14357,0.27742,0.61167,0.95824,"LowConf","No","0","No","0","Yes","0","No","0","No","0","No","0",NA
